x,y,TOTAL_SNOW,LOCAL_DAY,STATION_NAME,MIN_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS,MAX_TEMPERATURE,TOTAL_RAIN,LOCAL_DATE,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,ID,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND,LOCAL_YEAR,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,SNOW_ON_GROUND_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST
-73.75,45.46666666666667,0,13,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,51,,M,-7.9,0,0,1.4,0,1993-12-13 00:00:00,,,,-3.3,7025250.1993.12.13,,0,1993,86,21.3,,7025250,,QC,0,,,,12,,,
-73.75,45.46666666666667,0,14,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,52,,,-6.2,0,0,3.6,0,1993-12-14 00:00:00,,,,-1.3,7025250.1993.12.14,,0,1993,86,19.3,,7025250,,QC,37,,,,12,,,3
-73.75,45.46666666666667,0,15,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,36,,,0.8,0,0,6.9,0,1993-12-15 00:00:00,,,,3.9,7025250.1993.12.15,,0,1993,75,14.1,,7025250,,QC,37,,,,12,,,3
-73.75,45.46666666666667,0,16,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,54,,,-7.2,0,0,1,0,1993-12-16 00:00:00,,,,-3.1,7025250.1993.12.16,,0,1993,86,21.1,,7025250,,QC,41,,,,12,,,2
-73.75,45.46666666666667,0,17,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,59,,M,-9.8,0,0,-1,0,1993-12-17 00:00:00,,,,-5.4,7025250.1993.12.17,,0,1993,86,23.4,,7025250,,QC,0,,,,12,,,
-73.75,45.46666666666667,0.4,18,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,64,,M,-6.5,0.4,0,-0.2,0,1993-12-18 00:00:00,,,,-3.4,7025250.1993.12.18,,0,1993,93,21.4,,7025250,,QC,0,,,,12,,,
-73.75,45.46666666666667,0,19,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,74,,M,-3.7,0,0,0.2,0,1993-12-19 00:00:00,,T,,-1.8,7025250.1993.12.19,,0,1993,93,19.8,,7025250,,QC,0,,T,T,12,,,
-73.75,45.46666666666667,0,20,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,75,,M,-0.1,0,0,4.1,0,1993-12-20 00:00:00,,T,,2,7025250.1993.12.20,,0,1993,100,16,T,7025250,,QC,0,,T,T,12,,,
-73.75,45.46666666666667,26,21,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,80,,,0.1,26.2,0,2.6,0.2,1993-12-21 00:00:00,,,,1.4,7025250.1993.12.21,,0,1993,100,16.6,,7025250,,QC,63,,,,12,,,4
-73.75,45.46666666666667,1.4,22,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,67,,,-14.1,1.4,0,0.6,0,1993-12-22 00:00:00,,,,-6.8,7025250.1993.12.22,,13,1993,98,24.8,,7025250,,QC,65,,,,12,,,25
-73.75,45.46666666666667,0,23,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,55,,M,-19.2,0,0,-13.4,0,1993-12-23 00:00:00,,,,-16.3,7025250.1993.12.23,,13,1993,77,34.3,,7025250,,QC,0,,,,12,,,
-73.75,45.46666666666667,0.8,24,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,73,,M,-19,0.8,0,-4.6,0,1993-12-24 00:00:00,,,,-11.8,7025250.1993.12.24,,13,1993,93,29.8,,7025250,,QC,0,,,,12,,,
-73.75,45.46666666666667,0.4,25,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,63,,,-12.3,0.4,0,-3.8,0,1993-12-25 00:00:00,,,,-8.1,7025250.1993.12.25,,14,1993,100,26.1,,7025250,,QC,37,,,,12,,,23
-73.75,45.46666666666667,0,26,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,48,,,-28,0,0,-6.2,0,1993-12-26 00:00:00,,T,,-17.1,7025250.1993.12.26,,14,1993,79,35.1,,7025250,,QC,59,,,T,12,,,25
-73.75,45.46666666666667,0,27,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,46,,M,-30.6,0,0,-23.9,0,1993-12-27 00:00:00,,T,,-27.3,7025250.1993.12.27,,13,1993,76,45.3,,7025250,,QC,0,,,T,12,,,
-73.75,45.46666666666667,1.4,29,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,69,,M,-25.9,1.4,0,-17.4,0,1993-12-29 00:00:00,,,,-21.7,7025250.1993.12.29,,13,1993,77,39.7,,7025250,,QC,0,,,,12,,,
-73.75,45.46666666666667,1.2,31,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,65,,,-17.5,1.2,0,-3.4,0,1993-12-31 00:00:00,,,,-10.5,7025250.1993.12.31,,15,1993,93,28.5,,7025250,,QC,43,,,,12,,,22
-73.75,45.46666666666667,3.8,1,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,74,,,-4.3,3.4,0,2.3,0.2,1994-01-01 00:00:00,,,,-1,7025250.1994.1.1,,14,1994,100,19,,7025250,,QC,44,,,,1,,,22
-73.75,45.46666666666667,0.2,2,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,43,,,-18.1,0.2,0,1.7,0,1994-01-02 00:00:00,,,,-8.2,7025250.1994.1.2,,15,1994,100,26.2,T,7025250,,QC,43,,,,1,,,22
-73.75,45.46666666666667,0,3,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,49,,,-22.6,0,0,-17.8,0,1994-01-03 00:00:00,,,,-20.2,7025250.1994.1.3,,15,1994,65,38.2,,7025250,,QC,32,,,,1,,,4
-73.75,45.46666666666667,24.8,4,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,71,,,-18,24.8,0,-12.3,0,1994-01-04 00:00:00,,,,-15.2,7025250.1994.1.4,,15,1994,92,33.2,,7025250,,QC,70,,,,1,,,2
-73.75,45.46666666666667,0.8,5,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,53,,,-23.6,0.8,0,-12.9,0,1994-01-05 00:00:00,,,,-18.3,7025250.1994.1.5,,24,1994,85,36.3,,7025250,,QC,48,,,,1,,,25
-73.75,45.46666666666667,0,6,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,48,,,-27.3,0,0,-20.1,0,1994-01-06 00:00:00,,,,-23.7,7025250.1994.1.6,,20,1994,70,41.7,,7025250,,QC,35,,,,1,,,26
-73.75,45.46666666666667,0,7,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,45,,,-22.9,0,0,-16.5,0,1994-01-07 00:00:00,,T,,-19.7,7025250.1994.1.7,,19,1994,77,37.7,,7025250,,QC,35,,,T,1,,,4
-73.75,45.46666666666667,7.8,8,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,59,,,-18.2,7.8,0,-15.4,0,1994-01-08 00:00:00,,,,-16.8,7025250.1994.1.8,,19,1994,78,34.8,,7025250,,QC,39,,,,1,,,4
-73.75,45.46666666666667,0.4,9,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,59,,,-20.6,0.4,0,-17.4,0,1994-01-09 00:00:00,,,,-19,7025250.1994.1.9,,20,1994,71,37,,7025250,,QC,46,,,,1,,,24
-73.75,45.46666666666667,0,10,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,54,,,-24.4,0,0,-16.3,0,1994-01-10 00:00:00,,,,-20.4,7025250.1994.1.10,,19,1994,65,38.4,,7025250,,QC,44,,,,1,,,24
-73.75,45.46666666666667,2.2,11,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,55,,,-17.8,2.2,0,-10,0,1994-01-11 00:00:00,,,,-13.9,7025250.1994.1.11,,15,1994,92,31.9,,7025250,,QC,0,,,,1,,,0
-73.75,45.46666666666667,0,12,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,60,,,-18.9,0,0,-11.6,0,1994-01-12 00:00:00,,,,-15.3,7025250.1994.1.12,,16,1994,85,33.3,,7025250,,QC,0,,,,1,,,0
-73.75,45.46666666666667,0.4,13,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,67,,,-14.2,0.4,0,-6.1,0,1994-01-13 00:00:00,,,,-10.2,7025250.1994.1.13,,15,1994,92,28.2,,7025250,,QC,0,,,,1,,,0
-73.75,45.46666666666667,5.8,14,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,72,,,-17,5.8,0,-9.5,0,1994-01-14 00:00:00,,,,-13.3,7025250.1994.1.14,,15,1994,92,31.3,,7025250,,QC,33,,,,1,,,18
-73.75,45.46666666666667,0,15,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,51,,,-29,0,0,-16.8,0,1994-01-15 00:00:00,,T,,-22.9,7025250.1994.1.15,,15,1994,71,40.9,,7025250,,QC,50,,,T,1,,,24
-73.75,45.46666666666667,0,16,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,51,,,-31.3,0,0,-21.1,0,1994-01-16 00:00:00,,T,,-26.2,7025250.1994.1.16,,15,1994,64,44.2,,7025250,,QC,41,,,T,1,,,24
-73.75,45.46666666666667,8.4,17,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,70,,,-21.3,8.4,0,-11.2,0,1994-01-17 00:00:00,,,,-16.3,7025250.1994.1.17,,16,1994,92,34.3,,7025250,,QC,0,,,,1,,,0
-73.75,45.46666666666667,0,18,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,42,,,-26.2,0,0,-9.7,0,1994-01-18 00:00:00,,T,,-18,7025250.1994.1.18,,20,1994,85,36,,7025250,,QC,41,,,T,1,,,29
-73.75,45.46666666666667,0,19,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,43,,,-29.5,0,0,-19.6,0,1994-01-19 00:00:00,,,,-24.6,7025250.1994.1.19,,18,1994,64,42.6,,7025250,,QC,37,,,,1,,,26
-73.75,45.46666666666667,0,20,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,50,,,-21.7,0,0,-13.4,0,1994-01-20 00:00:00,,T,,-17.6,7025250.1994.1.20,,18,1994,72,35.6,,7025250,,QC,37,,,T,1,,,23
-73.75,45.46666666666667,0.2,21,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,65,,,-19,0.2,0,-7.7,0,1994-01-21 00:00:00,,,,-13.4,7025250.1994.1.21,,18,1994,85,31.4,,7025250,,QC,44,,,,1,,,23
-73.75,45.46666666666667,0.6,22,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,43,,,-21.6,0.6,0,-8.2,0,1994-01-22 00:00:00,,,,-14.9,7025250.1994.1.22,,16,1994,92,32.9,,7025250,,QC,41,,,,1,,,25
-73.75,45.46666666666667,6.2,23,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,54,,,-21.7,6,0,-15.3,0,1994-01-23 00:00:00,,,,-18.5,7025250.1994.1.23,,16,1994,78,36.5,,7025250,,QC,0,,,,1,,,0
-73.75,45.46666666666667,2.4,24,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,71,,,-17.6,2.2,0,-8.1,0,1994-01-24 00:00:00,,,,-12.9,7025250.1994.1.24,,21,1994,92,30.9,,7025250,,QC,0,,,,1,,,0
-73.75,45.46666666666667,0,25,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,41,,,-24.5,0,0,-15.7,0,1994-01-25 00:00:00,,T,,-20.1,7025250.1994.1.25,,21,1994,84,38.1,,7025250,,QC,39,,,T,1,,,2
-73.75,45.46666666666667,0,26,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,36,,,-30.2,0,0,-22.1,0,1994-01-26 00:00:00,,,,-26.2,7025250.1994.1.26,,19,1994,63,44.2,,7025250,,QC,43,,,,1,,,2
-73.75,45.46666666666667,3.4,27,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,49,,,-31.8,3.4,0,-8,0,1994-01-27 00:00:00,,,,-19.9,7025250.1994.1.27,,17,1994,92,37.9,,7025250,,QC,50,,,,1,,,13
-73.75,45.46666666666667,1.4,28,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,76,,,-8,21.6,0,8.1,20.2,1994-01-28 00:00:00,,,,0.1,7025250.1994.1.28,,17,1994,100,17.9,,7025250,,QC,69,,,,1,,,22
-73.75,45.46666666666667,0.4,29,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,44,,,-15.9,0.6,0,2.2,0.2,1994-01-29 00:00:00,,,,-6.9,7025250.1994.1.29,,14,1994,93,24.9,,7025250,,QC,63,,,,1,,,23
-73.75,45.46666666666667,0,30,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,53,,,-21.9,0,0,-15.9,0,1994-01-30 00:00:00,,T,,-18.9,7025250.1994.1.30,,14,1994,70,36.9,,7025250,,QC,0,,,T,1,,,0
-73.75,45.46666666666667,0,31,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,54,,,-25.9,0,0,-16.7,0,1994-01-31 00:00:00,,,,-21.3,7025250.1994.1.31,,14,1994,77,39.3,,7025250,,QC,0,,,,1,,,0
-73.75,45.46666666666667,0,1,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,56,,,-22.8,0,0,-11.3,0,1994-02-01 00:00:00,,,,-17.1,7025250.1994.2.1,,14,1994,77,35.1,,7025250,,QC,0,,,,2,,,0
-73.75,45.46666666666667,0,2,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,48,,,-18.4,0,0,-8.6,0,1994-02-02 00:00:00,,,,-13.5,7025250.1994.2.2,,14,1994,78,31.5,,7025250,,QC,0,,,,2,,,0
-73.75,45.46666666666667,1.4,3,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,52,,,-17.7,1.4,0,-7,0,1994-02-03 00:00:00,,,,-12.4,7025250.1994.2.3,,14,1994,92,30.4,,7025250,,QC,41,,,,2,,,25
-73.75,45.46666666666667,0.2,4,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,53,,,-12.5,0.2,0,-6.7,0,1994-02-04 00:00:00,,,,-9.6,7025250.1994.2.4,,15,1994,92,27.6,,7025250,,QC,33,,,,2,,,23
-73.75,45.46666666666667,0.4,5,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,54,,,-12.1,0.4,0,-2.8,0,1994-02-05 00:00:00,,,,-7.5,7025250.1994.2.5,,14,1994,85,25.5,,7025250,,QC,54,,,,2,,,24
-73.75,45.46666666666667,0.4,6,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,40,,,-17.3,0.4,0,-9.5,0,1994-02-06 00:00:00,,,,-13.4,7025250.1994.2.6,,14,1994,85,31.4,,7025250,,QC,39,,,,2,,,23
-73.75,45.46666666666667,0,7,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,41,,,-22.1,0,0,-11.2,0,1994-02-07 00:00:00,,T,,-16.7,7025250.1994.2.7,,14,1994,92,34.7,,7025250,,QC,46,,,T,2,,,26
-73.75,45.46666666666667,0,8,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,33,,,-25.9,0,0,-20,0,1994-02-08 00:00:00,,T,,-23,7025250.1994.2.8,,14,1994,58,41,,7025250,,QC,0,,,T,2,,,0
-73.75,45.46666666666667,4.2,9,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,53,,,-22.4,4.2,0,-17.8,0,1994-02-09 00:00:00,,,,-20.1,7025250.1994.2.9,,14,1994,77,38.1,,7025250,,QC,33,E,,,2,,,4
-73.75,45.46666666666667,0,10,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,45,,,-27.9,0,0,-17.3,0,1994-02-10 00:00:00,,T,,-22.6,7025250.1994.2.10,,15,1994,69,40.6,,7025250,,QC,0,,,T,2,,,0
-73.75,45.46666666666667,0,11,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,45,,,-23.5,0,0,-14.1,0,1994-02-11 00:00:00,,,,-18.8,7025250.1994.2.11,,13,1994,70,36.8,,7025250,,QC,0,,,,2,,,0
-73.75,45.46666666666667,0.2,12,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,37,,,-23.6,0.2,0,-8.7,0,1994-02-12 00:00:00,,,,-16.2,7025250.1994.2.12,,13,1994,85,34.2,,7025250,,QC,0,,,,2,,,0
-73.75,45.46666666666667,14.8,13,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,73,,,-9.9,14.6,0,-1.8,0,1994-02-13 00:00:00,,,,-5.9,7025250.1994.2.13,,20,1994,93,23.9,,7025250,,QC,35,,,,2,,,24
-73.75,45.46666666666667,0.4,14,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,55,,,-17.9,0.4,0,-6.2,0,1994-02-14 00:00:00,,,,-12.1,7025250.1994.2.14,,22,1994,92,30.1,,7025250,,QC,46,,,,2,,,25
-73.75,45.46666666666667,5.2,15,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,52,,,-22,4.4,0,-9.7,0,1994-02-15 00:00:00,,,,-15.9,7025250.1994.2.15,,15,1994,92,33.9,,7025250,,QC,35,,,,2,,,4
-73.75,45.46666666666667,1.4,16,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,62,,,-14.2,1.4,0,-5.6,0,1994-02-16 00:00:00,,,,-9.9,7025250.1994.2.16,,19,1994,92,27.9,,7025250,,QC,0,,,,2,,,0
-73.75,45.46666666666667,0,17,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,58,,,-15.9,0,0,-1.8,0,1994-02-17 00:00:00,,,,-8.9,7025250.1994.2.17,,18,1994,85,26.9,,7025250,,QC,0,,,,2,,,0
-73.75,45.46666666666667,0,18,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,42,,,-9.2,0,0,-2.2,0,1994-02-18 00:00:00,,,,-5.7,7025250.1994.2.18,,17,1994,86,23.7,,7025250,,QC,0,,,,2,,,0
-73.75,45.46666666666667,0,19,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,45,,,-11.3,0,0,8.7,0,1994-02-19 00:00:00,,,,-1.3,7025250.1994.2.19,,17,1994,75,19.3,T,7025250,,QC,0,,,T,2,,,0
-73.75,45.46666666666667,0,20,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,57,,,3.8,1.2,0,10,1.2,1994-02-20 00:00:00,,,,6.9,7025250.1994.2.20,,16,1994,81,11.1,,7025250,,QC,37,,,,2,,,22
-73.75,45.46666666666667,0,21,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,68,,,-3.2,0,0,6.9,0,1994-02-21 00:00:00,,,,1.9,7025250.1994.2.21,,7,1994,87,16.1,,7025250,,QC,32,,,,2,,,23
-73.75,45.46666666666667,0,22,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,40,,,-12.4,0,0,-2.9,0,1994-02-22 00:00:00,,T,,-7.7,7025250.1994.2.22,,5,1994,74,25.7,,7025250,,QC,32,,,T,2,,,28
-73.75,45.46666666666667,11,23,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,43,,,-14.6,10.8,0,-9.1,0,1994-02-23 00:00:00,,,,-11.9,7025250.1994.2.23,,5,1994,92,29.9,,7025250,,QC,41,,,,2,,,4
-73.75,45.46666666666667,27.8,24,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,85,,,-11.6,24.6,0,-7.4,0,1994-02-24 00:00:00,,,,-9.5,7025250.1994.2.24,,14,1994,92,27.5,,7025250,,QC,43,,,,2,,,6
-73.75,45.46666666666667,2.2,25,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,59,,,-19.5,1.2,0,-7.4,0,1994-02-25 00:00:00,,,,-13.5,7025250.1994.2.25,,32,1994,92,31.5,,7025250,,QC,48,,,,2,,,25
-73.75,45.46666666666667,0,26,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,46,,,-19.2,0,0,-13.1,0,1994-02-26 00:00:00,,,,-16.2,7025250.1994.2.26,,17,1994,71,34.2,,7025250,,QC,46,,,,2,,,24
-73.75,45.46666666666667,0,27,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,42,,,-18.7,0,0,-11.8,0,1994-02-27 00:00:00,,T,,-15.3,7025250.1994.2.27,,10,1994,59,33.3,,7025250,,QC,52,,,T,2,,,25
-73.75,45.46666666666667,0,28,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,43,,,-19.9,0,0,-9.4,0,1994-02-28 00:00:00,,,,-14.7,7025250.1994.2.28,,9,1994,78,32.7,,7025250,,QC,33,,,,2,,,24
-73.75,45.46666666666667,0,1,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,53,,,-20.6,0,0,-6.5,0,1994-03-01 00:00:00,,,,-13.6,7025250.1994.3.1,,9,1994,92,31.6,,7025250,,QC,0,,,,3,,,0
-73.75,45.46666666666667,0,2,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,49,,,-18,0,0,-3.6,0,1994-03-02 00:00:00,,,,-10.8,7025250.1994.3.2,,8,1994,92,28.8,,7025250,,QC,0,,,,3,,,0
-73.75,45.46666666666667,10.2,3,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,53,,,-11.6,10.2,0,-4.4,0,1994-03-03 00:00:00,,,,-8,7025250.1994.3.3,,8,1994,93,26,,7025250,,QC,33,,,,3,,,2
-73.75,45.46666666666667,2.8,4,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,30,,,-6.1,2.8,0,4.3,0,1994-03-04 00:00:00,,,,-0.9,7025250.1994.3.4,,15,1994,93,18.9,,7025250,,QC,0,,,,3,,,0
-73.75,45.46666666666667,0,5,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,55,,,-10.4,0,0,1.9,0,1994-03-05 00:00:00,,T,,-4.3,7025250.1994.3.5,,14,1994,85,22.3,,7025250,,QC,0,,,T,3,,,0
-73.75,45.46666666666667,0,6,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,50,,,-16,0,0,1,0,1994-03-06 00:00:00,,,,-7.5,7025250.1994.3.6,,14,1994,92,25.5,,7025250,,QC,0,,,,3,,,0
-73.75,45.46666666666667,0,7,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,63,,,-5,0,0,4.1,0,1994-03-07 00:00:00,,,,-0.5,7025250.1994.3.7,,14,1994,87,18.5,T,7025250,,QC,37,,,T,3,,,22
-73.75,45.46666666666667,0,8,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,51,,,-6.1,0,0,3.3,0,1994-03-08 00:00:00,,T,,-1.4,7025250.1994.3.8,,11,1994,93,19.4,,7025250,,QC,54,,,T,3,,,27
-73.75,45.46666666666667,3.6,9,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,50,,,-11.6,3.6,0,-2.5,0,1994-03-09 00:00:00,,,,-7.1,7025250.1994.3.9,,9,1994,93,25.1,,7025250,,QC,32,,,,3,,,23
-73.75,45.46666666666667,11.8,10,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,74,,,-10.2,11.8,0,-1,0,1994-03-10 00:00:00,,,,-5.6,7025250.1994.3.10,,16,1994,93,23.6,,7025250,,QC,0,,,,3,,,0
-73.75,45.46666666666667,0,11,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,40,,,-13.3,0,0,-0.1,0,1994-03-11 00:00:00,,,,-6.7,7025250.1994.3.11,,17,1994,100,24.7,,7025250,,QC,32,,,,3,,,35
-73.75,45.46666666666667,0,12,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,30,,,-14.1,0,0,-4.5,0,1994-03-12 00:00:00,,T,,-9.3,7025250.1994.3.12,,16,1994,68,27.3,,7025250,,QC,0,,,T,3,,,0
-73.75,45.46666666666667,4.8,13,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,86,,,-6.4,4.6,0,-2.4,0,1994-03-13 00:00:00,,,,-4.4,7025250.1994.3.13,,18,1994,93,22.4,T,7025250,,QC,0,,,,3,,,0
-73.75,45.46666666666667,0,14,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,69,,,-6.7,0,0,1.8,0,1994-03-14 00:00:00,,T,,-2.5,7025250.1994.3.14,,19,1994,100,20.5,,7025250,,QC,0,,,T,3,,,0
-73.75,45.46666666666667,0,15,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,80,,,-1.9,5.2,0,3,5.2,1994-03-15 00:00:00,,T,,0.6,7025250.1994.3.15,,17,1994,100,17.4,,7025250,,QC,0,,,,3,,,0
-73.75,45.46666666666667,2.4,16,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,73,,,-8,2.4,0,1.1,0,1994-03-16 00:00:00,,,,-3.5,7025250.1994.3.16,,14,1994,100,21.5,T,7025250,,QC,46,,,,3,,,23
-73.75,45.46666666666667,0.4,17,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,62,,,-12.6,0.4,0,-6.4,0,1994-03-17 00:00:00,,,,-9.5,7025250.1994.3.17,,14,1994,78,27.5,,7025250,,QC,44,,,,3,,,23
-73.75,45.46666666666667,0,18,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,59,,,-10.8,0,0,-1.2,0,1994-03-18 00:00:00,,,,-6,7025250.1994.3.18,,14,1994,79,24,,7025250,,QC,35,,,,3,,,22
-73.75,45.46666666666667,0,19,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,53,,,-5.7,0,0,0.3,0,1994-03-19 00:00:00,,T,,-2.7,7025250.1994.3.19,,13,1994,74,20.7,,7025250,,QC,35,,,T,3,,,25
-73.75,45.46666666666667,0.4,20,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,59,,,-7.4,0.4,0,1.4,0,1994-03-20 00:00:00,,,,-3,7025250.1994.3.20,,12,1994,86,21,,7025250,,QC,32,,,,3,,,28
-73.75,45.46666666666667,0,21,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,52,,,-3.9,5,0,5.9,5,1994-03-21 00:00:00,,,,1,7025250.1994.3.21,,12,1994,93,17,,7025250,,QC,48,,,,3,,,14
-73.75,45.46666666666667,0.4,22,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,75,,,-0.9,6,0,5.4,5.6,1994-03-22 00:00:00,,,,2.3,7025250.1994.3.22,,8,1994,93,15.7,,7025250,,QC,35,,,,3,,,13
-73.75,45.46666666666667,0,23,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,53,,,-0.8,0,0,8.7,0,1994-03-23 00:00:00,,,,4,7025250.1994.3.23,,5,1994,86,14,,7025250,,QC,0,,,,3,,,0
-73.75,45.46666666666667,0,24,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,69,,,0.4,1.2,0,3.8,1.2,1994-03-24 00:00:00,,,,2.1,7025250.1994.3.24,,3,1994,87,15.9,,7025250,,QC,46,,,,3,,,23
-73.75,45.46666666666667,0.8,25,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,69,,,-0.7,0.8,0,3.9,0,1994-03-25 00:00:00,,,,1.6,7025250.1994.3.25,,2,1994,86,16.4,,7025250,,QC,39,,,,3,,,4
